text,label
تحديث أمني هام جداً رقم 59,Low
تحديث أمني هام جداً رقم 3098,Low
التحقق من البريد الإلكتروني رقم 1719,High
Daily standup notes task #1306,High
جدولة إجازة رقم 314,Medium
شكوى من العميل - يجب حلها فوراً رقم 3205,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2674,Low
Book travel tickets for conference task #2760,High
تحديث مستندات المشروع رقم 3212,Medium
شكوى من العميل - يجب حلها فوراً رقم 235,High
متابعة الفاتورة مع المورد رقم 4002,Medium
التحقق من البريد الإلكتروني رقم 2429,Low
Book travel tickets for conference task #2132,Low
Update antivirus software task #3730,Medium
Handle customer refund request task #2854,Medium
Daily standup notes task #12,High
Create timeline for new project task #4130,Medium
تخطيط لحملة تسويقية رقم 1479,Low
Handle customer refund request task #2857,Low
Daily standup notes task #1839,Low
Update antivirus software task #3080,Medium
تحديث أمني هام جداً رقم 4172,Medium
Handle customer refund request task #4509,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 1683,Medium
Update antivirus software task #2324,High
تحديث أمني هام جداً رقم 3637,Low
Weekly team sync task #4776,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2586,Medium
Plan for team outing task #320,Medium
Prepare monthly KPI dashboard task #4358,High
مراجعة الكود للميزة الجديدة رقم 1445,Medium
مراجعة الكود للميزة الجديدة رقم 4352,Medium
Create timeline for new project task #471,Medium
تنظيم تدقيق ربعي رقم 3906,Low
إرسال التقرير النهائي غداً رقم 841,Medium
Order new printers task #2630,Medium
شكوى من العميل - يجب حلها فوراً رقم 4021,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 3596,Medium
Deploy release candidate task #2446,High
Create timeline for new project task #3400,Medium
Prepare for board meeting task #2902,High
Fix production bug urgently task #2707,Low
مراجعة الكود للميزة الجديدة رقم 3483,Medium
Set up monitoring alerts task #1011,Medium
Create timeline for new project task #1083,Medium
Plan for team outing task #2275,High
متابعة الفاتورة مع المورد رقم 2880,Medium
Team feedback session task #2122,Medium
Order new printers task #3794,Medium
تنظيم تدقيق ربعي رقم 2819,Medium
تصحيح خطأ في بوابة الدفع رقم 1240,Medium
Fix production bug urgently task #3909,High
نشر التحديثات الجديدة على السيرفر رقم 1917,Low
Set up monitoring alerts task #4231,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 236,High
Daily standup notes task #4168,Medium
Deploy release candidate task #3783,High
تصحيح خطأ في بوابة الدفع رقم 4518,Medium
تحضير عرض تقديمي للاجتماع رقم 3299,Low
Schedule interviews for new hires task #2466,Low
الرد على استفسارات العملاء رقم 4830,High
Prepare for board meeting task #986,Low
مراجعة الكود للميزة الجديدة رقم 919,Medium
التحقق من البريد الإلكتروني رقم 3687,High
تصحيح خطأ في بوابة الدفع رقم 1739,High
نشر التحديثات الجديدة على السيرفر رقم 3748,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 2346,Medium
Order new printers task #3731,Medium
Weekly team sync task #4793,Medium
متابعة الفاتورة مع المورد رقم 3440,High
متابعة الفاتورة مع المورد رقم 4798,Medium
Prepare for board meeting task #4682,Low
Prepare monthly KPI dashboard task #1135,Medium
مراجعة الكود للميزة الجديدة رقم 2436,High
تنظيم تدقيق ربعي رقم 4350,Low
Prepare for board meeting task #3082,Medium
Prepare for board meeting task #690,Low
Prepare monthly KPI dashboard task #1276,Low
Schedule interviews for new hires task #1440,Medium
تحضير عرض تقديمي للاجتماع رقم 2818,Medium
Prepare for board meeting task #2465,Low
Daily standup notes task #2778,Medium
Respond to client complaints immediately task #4595,Medium
Order new printers task #4695,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1767,High
Plan for team outing task #1471,Low
اجتماع الفريق الأسبوعي رقم 4266,Medium
Set up monitoring alerts task #3749,High
شكوى من العميل - يجب حلها فوراً رقم 104,Medium
تخطيط لحملة تسويقية رقم 576,Medium
جدولة إجازة رقم 285,Low
Set up monitoring alerts task #3411,High
Team feedback session task #4822,Low
تخطيط لحملة تسويقية رقم 2960,High
Check emails task #413,High
Respond to client complaints immediately task #3868,Medium
Set up monitoring alerts task #149,Low
إرسال التقرير النهائي غداً رقم 1205,High
Order new printers task #3451,Low
تصحيح خطأ في بوابة الدفع رقم 3868,Medium
تحديث مستندات المشروع رقم 2326,High
تخطيط لحملة تسويقية رقم 3414,Low
Plan for team outing task #4908,High
Respond to client complaints immediately task #4319,Low
شراء مستلزمات المكتب رقم 587,Medium
Set up monitoring alerts task #22,Low
الرد على استفسارات العملاء رقم 4214,Medium
Team feedback session task #2379,High
التحقق من البريد الإلكتروني رقم 2396,Low
تحديث أمني هام جداً رقم 3819,High
Fix production bug urgently task #1401,Low
Deploy release candidate task #834,High
شراء مستلزمات المكتب رقم 2838,Medium
Prepare monthly KPI dashboard task #4215,Low
تنظيم تدقيق ربعي رقم 3782,High
تحديث أمني هام جداً رقم 1276,Medium
شراء مستلزمات المكتب رقم 3351,Low
Prepare monthly KPI dashboard task #2122,Low
Schedule interviews for new hires task #4720,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2334,Low
Update antivirus software task #4916,High
تحديث مستندات المشروع رقم 683,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 2538,Medium
Book travel tickets for conference task #1956,Medium
Prepare monthly KPI dashboard task #2376,Medium
متابعة الفاتورة مع المورد رقم 4686,Medium
نشر التحديثات الجديدة على السيرفر رقم 250,Medium
Refactor legacy code task #2013,High
التحقق من البريد الإلكتروني رقم 1837,Medium
Prepare for board meeting task #2221,Medium
جدولة إجازة رقم 397,High
Refactor legacy code task #4775,High
Prepare for board meeting task #4118,High
Fix production bug urgently task #3075,Medium
Update antivirus software task #116,Medium
Schedule interviews for new hires task #2071,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4865,Medium
إرسال التقرير النهائي غداً رقم 2893,High
تحديث مستندات المشروع رقم 4626,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 3277,Medium
Check emails task #3019,High
Schedule interviews for new hires task #2167,Medium
Schedule interviews for new hires task #2256,Medium
Deploy release candidate task #4693,Low
Update antivirus software task #2885,Low
جدولة إجازة رقم 3771,Medium
شراء مستلزمات المكتب رقم 1831,Medium
Submit annual financial report task #2151,High
Respond to client complaints immediately task #3893,High
Update antivirus software task #1899,Low
متابعة الفاتورة مع المورد رقم 3162,High
Plan for team outing task #2135,Low
Deploy release candidate task #1899,High
Fix login issue reported by users task #4623,High
اجتماع الفريق الأسبوعي رقم 13,High
Deploy release candidate task #4053,High
تصحيح خطأ في بوابة الدفع رقم 2507,High
تحديث مستندات المشروع رقم 4289,Medium
Check emails task #4053,Medium
Schedule interviews for new hires task #1300,Medium
إرسال التقرير النهائي غداً رقم 656,High
اجتماع الفريق الأسبوعي رقم 3454,Low
تخطيط لحملة تسويقية رقم 3780,Medium
تصحيح خطأ في بوابة الدفع رقم 219,Medium
Plan for team outing task #3956,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 3741,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1701,Medium
شراء مستلزمات المكتب رقم 737,Low
تخطيط لحملة تسويقية رقم 170,Medium
Create timeline for new project task #1741,Low
Weekly team sync task #1493,Low
تنظيم تدقيق ربعي رقم 4274,Medium
تحديث مستندات المشروع رقم 3307,Medium
Update antivirus software task #2136,High
جدولة إجازة رقم 2760,High
تصحيح خطأ في بوابة الدفع رقم 1102,High
Check emails task #1027,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1844,High
Prepare monthly KPI dashboard task #42,High
Refactor legacy code task #1272,Medium
Handle customer refund request task #4732,High
تنظيم تدقيق ربعي رقم 4190,Medium
Create timeline for new project task #3256,High
تحديث مستندات المشروع رقم 1937,Low
الرد على استفسارات العملاء رقم 762,Medium
Team feedback session task #2833,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 199,High
Daily standup notes task #4676,Medium
تحديث أمني هام جداً رقم 4048,High
Set up monitoring alerts task #4103,Medium
شراء مستلزمات المكتب رقم 2911,High
الرد على استفسارات العملاء رقم 3971,Medium
تحديث أمني هام جداً رقم 1197,High
Update antivirus software task #1200,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3566,Low
Order new printers task #4424,Low
تحديث مستندات المشروع رقم 3935,Medium
شكوى من العميل - يجب حلها فوراً رقم 1902,Medium
Handle customer refund request task #287,Medium
مراجعة الكود للميزة الجديدة رقم 1913,Medium
تنظيم تدقيق ربعي رقم 3909,High
تحضير عرض تقديمي للاجتماع رقم 4284,Medium
Schedule interviews for new hires task #301,Medium
Create timeline for new project task #1027,High
Handle customer refund request task #3222,Medium
تخطيط لحملة تسويقية رقم 2225,High
Deploy release candidate task #2041,Medium
Handle customer refund request task #1128,High
Plan for team outing task #2169,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 3536,Medium
Fix production bug urgently task #307,Low
Deploy release candidate task #3536,Medium
Prepare monthly KPI dashboard task #273,Medium
تحضير عرض تقديمي للاجتماع رقم 985,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4186,Medium
تحديث أمني هام جداً رقم 3276,High
Daily standup notes task #3754,High
تنظيم تدقيق ربعي رقم 2594,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 3572,Medium
إرسال التقرير النهائي غداً رقم 478,Low
Deploy release candidate task #1585,Low
التحقق من البريد الإلكتروني رقم 4849,Low
Create timeline for new project task #3719,Low
جدولة إجازة رقم 2004,Medium
Prepare monthly KPI dashboard task #1220,Medium
إصلاح عاجل لمشكلة في الخادم رقم 117,Low
Set up monitoring alerts task #3797,High
تحضير عرض تقديمي للاجتماع رقم 25,Medium
Fix production bug urgently task #4596,Medium
Submit annual financial report task #2214,High
تحديث أمني هام جداً رقم 4257,Medium
نشر التحديثات الجديدة على السيرفر رقم 2916,Medium
تخطيط لحملة تسويقية رقم 2740,Low
تصحيح خطأ في بوابة الدفع رقم 980,Low
Daily standup notes task #2537,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1047,High
Set up monitoring alerts task #4334,High
Team feedback session task #2728,High
Create timeline for new project task #1374,High
Check emails task #4464,Medium
Fix login issue reported by users task #4376,Medium
تحديث أمني هام جداً رقم 4188,Medium
Plan for team outing task #3213,High
Check emails task #709,High
Weekly team sync task #1346,Low
جدولة إجازة رقم 1658,High
Submit annual financial report task #4815,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4460,High
مراجعة الكود للميزة الجديدة رقم 3138,Medium
تحديث مستندات المشروع رقم 3655,Medium
Fix production bug urgently task #4262,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 667,Medium
التحقق من البريد الإلكتروني رقم 1801,High
Handle customer refund request task #4815,Medium
Plan for team outing task #1119,Low
Plan for team outing task #3906,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3,Medium
Handle customer refund request task #130,High
Refactor legacy code task #2362,Low
Refactor legacy code task #184,High
إصلاح عاجل لمشكلة في الخادم رقم 4766,High
تخطيط لحملة تسويقية رقم 4456,Medium
Handle customer refund request task #1943,Medium
تحديث أمني هام جداً رقم 3132,Medium
متابعة الفاتورة مع المورد رقم 4045,High
شكوى من العميل - يجب حلها فوراً رقم 3445,High
تحضير عرض تقديمي للاجتماع رقم 772,High
تحديث مستندات المشروع رقم 3017,Medium
تصحيح خطأ في بوابة الدفع رقم 2269,High
الرد على استفسارات العملاء رقم 3211,High
Prepare monthly KPI dashboard task #2501,Medium
Handle customer refund request task #804,Low
Book travel tickets for conference task #3121,High
جدولة إجازة رقم 3867,Medium
Order new printers task #312,Medium
التحقق من البريد الإلكتروني رقم 2177,Low
التحقق من البريد الإلكتروني رقم 1044,Medium
Book travel tickets for conference task #2355,Medium
تنظيم تدقيق ربعي رقم 3379,High
Order new printers task #3641,Medium
Refactor legacy code task #971,High
شراء مستلزمات المكتب رقم 20,Medium
نشر التحديثات الجديدة على السيرفر رقم 3377,Medium
Update antivirus software task #4256,Medium
تحديث أمني هام جداً رقم 976,High
Submit annual financial report task #1580,Medium
Deploy release candidate task #2448,Medium
Daily standup notes task #4791,Low
جدولة إجازة رقم 3384,Medium
اجتماع الفريق الأسبوعي رقم 2824,Medium
Deploy release candidate task #995,High
Handle customer refund request task #3908,High
تصحيح خطأ في بوابة الدفع رقم 1455,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 4374,Medium
Team feedback session task #3281,Medium
تخطيط لحملة تسويقية رقم 2523,Low
Check emails task #4208,High
شكوى من العميل - يجب حلها فوراً رقم 853,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3665,Low
نشر التحديثات الجديدة على السيرفر رقم 176,High
Prepare monthly KPI dashboard task #2752,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3776,Medium
اجتماع الفريق الأسبوعي رقم 1348,High
Refactor legacy code task #2007,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 3355,High
Team feedback session task #3823,Low
Handle customer refund request task #247,High
تحديث مستندات المشروع رقم 4617,Medium
تحضير عرض تقديمي للاجتماع رقم 2396,Medium
Fix login issue reported by users task #3806,High
Create timeline for new project task #271,Medium
جدولة إجازة رقم 2761,Medium
تحضير عرض تقديمي للاجتماع رقم 4882,High
Submit annual financial report task #578,Medium
Refactor legacy code task #1376,Medium
اجتماع الفريق الأسبوعي رقم 226,Medium
Prepare monthly KPI dashboard task #2802,Medium
التحقق من البريد الإلكتروني رقم 803,Medium
تحضير عرض تقديمي للاجتماع رقم 4231,Medium
Prepare monthly KPI dashboard task #20,High
Fix production bug urgently task #2317,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3452,Medium
Team feedback session task #670,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 376,High
طلب شراء أجهزة كمبيوتر جديدة رقم 230,Low
شكوى من العميل - يجب حلها فوراً رقم 2811,Medium
Submit annual financial report task #2582,Medium
جدولة إجازة رقم 4300,High
Prepare for board meeting task #4791,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 306,Medium
Create timeline for new project task #3405,Low
تخطيط لحملة تسويقية رقم 2583,High
شراء مستلزمات المكتب رقم 2358,High
مراجعة الكود للميزة الجديدة رقم 4454,Medium
تحديث أمني هام جداً رقم 2442,High
تصحيح خطأ في بوابة الدفع رقم 2482,Medium
Order new printers task #2648,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 4817,High
إصلاح عاجل لمشكلة في الخادم رقم 2180,Low
Check emails task #3407,Medium
شكوى من العميل - يجب حلها فوراً رقم 2919,Medium
Team feedback session task #2858,Low
Fix production bug urgently task #3183,Medium
تحضير عرض تقديمي للاجتماع رقم 108,High
Plan for team outing task #2181,Low
Book travel tickets for conference task #4027,Medium
Fix production bug urgently task #1460,High
Respond to client complaints immediately task #2368,Low
إرسال التقرير النهائي غداً رقم 2852,Medium
شراء مستلزمات المكتب رقم 4113,High
Set up monitoring alerts task #1588,Medium
Book travel tickets for conference task #2883,Medium
Weekly team sync task #622,Medium
Weekly team sync task #2005,Medium
Create timeline for new project task #1067,High
Check emails task #446,Medium
Refactor legacy code task #2546,Medium
Handle customer refund request task #975,Low
نشر التحديثات الجديدة على السيرفر رقم 3472,Low
Update antivirus software task #4094,Medium
Order new printers task #1347,Medium
جدولة إجازة رقم 2174,Low
Plan for team outing task #278,High
إصلاح عاجل لمشكلة في الخادم رقم 2551,Medium
تصحيح خطأ في بوابة الدفع رقم 3994,Medium
إرسال التقرير النهائي غداً رقم 3668,Low
Schedule interviews for new hires task #1883,Medium
Prepare monthly KPI dashboard task #1553,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 4498,Medium
Team feedback session task #4977,Low
Update antivirus software task #3367,Medium
Prepare for board meeting task #704,Medium
التحقق من البريد الإلكتروني رقم 2402,Medium
Daily standup notes task #4884,High
شراء مستلزمات المكتب رقم 4026,High
شكوى من العميل - يجب حلها فوراً رقم 4606,Low
Refactor legacy code task #1033,High
جدولة إجازة رقم 1737,High
إرسال التقرير النهائي غداً رقم 4158,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 3035,Medium
اجتماع الفريق الأسبوعي رقم 2847,High
Respond to client complaints immediately task #3742,High
Handle customer refund request task #1585,Medium
Set up monitoring alerts task #4120,High
Team feedback session task #2066,Low
إصلاح عاجل لمشكلة في الخادم رقم 92,Medium
مراجعة الكود للميزة الجديدة رقم 2341,Medium
تصحيح خطأ في بوابة الدفع رقم 4084,High
اجتماع الفريق الأسبوعي رقم 1839,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 803,High
Schedule interviews for new hires task #2426,Low
Handle customer refund request task #2199,Medium
تصحيح خطأ في بوابة الدفع رقم 4098,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1927,Low
Team feedback session task #1736,Medium
Set up monitoring alerts task #8,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2248,High
Submit annual financial report task #1540,Medium
Fix login issue reported by users task #1883,Medium
شكوى من العميل - يجب حلها فوراً رقم 4798,High
مراجعة الكود للميزة الجديدة رقم 1333,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1278,High
Deploy release candidate task #1259,Medium
Prepare monthly KPI dashboard task #2546,Medium
متابعة الفاتورة مع المورد رقم 4442,Medium
Submit annual financial report task #1965,Medium
شكوى من العميل - يجب حلها فوراً رقم 3458,Medium
جدولة إجازة رقم 370,Low
إرسال التقرير النهائي غداً رقم 510,Low
Daily standup notes task #4506,Low
Weekly team sync task #2473,High
Book travel tickets for conference task #1551,Medium
تحضير عرض تقديمي للاجتماع رقم 3914,High
اجتماع الفريق الأسبوعي رقم 3581,Medium
Fix production bug urgently task #4291,High
طلب شراء أجهزة كمبيوتر جديدة رقم 2852,Medium
Daily standup notes task #2165,Medium
جدولة إجازة رقم 1913,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 255,Medium
إرسال التقرير النهائي غداً رقم 4985,Medium
Check emails task #4151,High
التحقق من البريد الإلكتروني رقم 4733,Medium
Respond to client complaints immediately task #1508,High
نشر التحديثات الجديدة على السيرفر رقم 1173,Low
Submit annual financial report task #291,Medium
Submit annual financial report task #4283,Low
Weekly team sync task #1398,High
Book travel tickets for conference task #1817,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2653,Medium
تخطيط لحملة تسويقية رقم 1209,Low
Refactor legacy code task #4585,Medium
جدولة إجازة رقم 4466,Medium
Deploy release candidate task #4706,Medium
إرسال التقرير النهائي غداً رقم 1431,High
الرد على استفسارات العملاء رقم 4273,Medium
جدولة إجازة رقم 3485,Medium
شراء مستلزمات المكتب رقم 2678,High
شكوى من العميل - يجب حلها فوراً رقم 298,Medium
Set up monitoring alerts task #660,Low
تخطيط لحملة تسويقية رقم 4378,High
Prepare for board meeting task #1559,Medium
تحديث أمني هام جداً رقم 2268,Medium
الرد على استفسارات العملاء رقم 2641,Medium
التحقق من البريد الإلكتروني رقم 2145,High
Plan for team outing task #3286,High
طلب شراء أجهزة كمبيوتر جديدة رقم 862,Medium
Create timeline for new project task #2144,Medium
نشر التحديثات الجديدة على السيرفر رقم 4901,Medium
مراجعة الكود للميزة الجديدة رقم 663,High
Refactor legacy code task #974,High
Update antivirus software task #2528,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2356,Low
تخطيط لحملة تسويقية رقم 3730,Medium
اجتماع الفريق الأسبوعي رقم 2122,Low
اجتماع الفريق الأسبوعي رقم 2423,High
Order new printers task #3885,Medium
Respond to client complaints immediately task #2344,High
نشر التحديثات الجديدة على السيرفر رقم 3766,High
نشر التحديثات الجديدة على السيرفر رقم 4656,High
Daily standup notes task #674,Low
Deploy release candidate task #1981,High
Update antivirus software task #3483,Medium
إرسال التقرير النهائي غداً رقم 4416,Medium
شراء مستلزمات المكتب رقم 4109,High
Set up monitoring alerts task #3476,Medium
Daily standup notes task #3675,High
شكوى من العميل - يجب حلها فوراً رقم 2047,Medium
الرد على استفسارات العملاء رقم 3842,Low
الرد على استفسارات العملاء رقم 2494,High
شكوى من العميل - يجب حلها فوراً رقم 1814,Medium
الرد على استفسارات العملاء رقم 2496,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 4366,Medium
Prepare for board meeting task #492,Low
Weekly team sync task #4146,Medium
Daily standup notes task #1524,Medium
Refactor legacy code task #4479,High
متابعة الفاتورة مع المورد رقم 3259,Medium
شكوى من العميل - يجب حلها فوراً رقم 2310,Low
إصلاح عاجل لمشكلة في الخادم رقم 970,Medium
مراجعة الكود للميزة الجديدة رقم 4892,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 554,Medium
Order new printers task #1323,Medium
Plan for team outing task #3616,High
مراجعة الكود للميزة الجديدة رقم 1644,High
Handle customer refund request task #3745,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4693,Medium
التحقق من البريد الإلكتروني رقم 799,High
تنظيم تدقيق ربعي رقم 1111,Medium
Check emails task #932,High
التحقق من البريد الإلكتروني رقم 202,Medium
Team feedback session task #1208,Low
Fix production bug urgently task #3008,High
Deploy release candidate task #4871,Low
Order new printers task #968,Low
تنظيم تدقيق ربعي رقم 4077,High
جدولة إجازة رقم 4390,High
شراء مستلزمات المكتب رقم 908,Low
إرسال التقرير النهائي غداً رقم 863,Low
Schedule interviews for new hires task #4926,Medium
Book travel tickets for conference task #2530,High
Fix production bug urgently task #1779,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 1999,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1976,Low
Fix production bug urgently task #2896,Medium
Book travel tickets for conference task #4840,High
تصحيح خطأ في بوابة الدفع رقم 3937,Low
Book travel tickets for conference task #4416,High
الرد على استفسارات العملاء رقم 2451,Medium
Set up monitoring alerts task #1134,High
تحديث أمني هام جداً رقم 3849,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4292,High
Schedule interviews for new hires task #700,Low
Respond to client complaints immediately task #3292,Low
شكوى من العميل - يجب حلها فوراً رقم 4922,Medium
شراء مستلزمات المكتب رقم 560,High
Deploy release candidate task #3452,Medium
التحقق من البريد الإلكتروني رقم 459,Medium
Check emails task #1557,Low
إصلاح عاجل لمشكلة في الخادم رقم 74,Medium
تصحيح خطأ في بوابة الدفع رقم 4385,Medium
Respond to client complaints immediately task #656,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 3868,Medium
شراء مستلزمات المكتب رقم 1880,Low
Create timeline for new project task #4830,Medium
Book travel tickets for conference task #1400,Low
نشر التحديثات الجديدة على السيرفر رقم 3903,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 2587,High
نشر التحديثات الجديدة على السيرفر رقم 3296,Medium
Submit annual financial report task #1603,High
Plan for team outing task #1892,Medium
إرسال التقرير النهائي غداً رقم 4292,Low
إرسال التقرير النهائي غداً رقم 4564,Medium
Prepare monthly KPI dashboard task #534,Low
Set up monitoring alerts task #1001,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 2623,High
Deploy release candidate task #785,High
Weekly team sync task #3312,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 3168,High
Handle customer refund request task #3119,Low
Respond to client complaints immediately task #644,Low
Respond to client complaints immediately task #895,High
Fix login issue reported by users task #20,Medium
اجتماع الفريق الأسبوعي رقم 734,Low
Fix login issue reported by users task #3832,Medium
الرد على استفسارات العملاء رقم 2461,High
تخطيط لحملة تسويقية رقم 262,High
تصحيح خطأ في بوابة الدفع رقم 3167,Low
جدولة إجازة رقم 2969,Medium
Set up monitoring alerts task #665,Medium
تحديث أمني هام جداً رقم 1146,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 500,High
Fix login issue reported by users task #1721,Medium
Submit annual financial report task #3420,Medium
Create timeline for new project task #2075,Medium
Respond to client complaints immediately task #340,High
Deploy release candidate task #4665,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3042,Medium
Order new printers task #3083,High
Team feedback session task #942,Medium
اجتماع الفريق الأسبوعي رقم 2485,Medium
التحقق من البريد الإلكتروني رقم 4180,High
إصلاح عاجل لمشكلة في الخادم رقم 3937,High
الرد على استفسارات العملاء رقم 3972,Medium
الرد على استفسارات العملاء رقم 1454,Medium
نشر التحديثات الجديدة على السيرفر رقم 3836,Medium
إرسال التقرير النهائي غداً رقم 2160,High
Deploy release candidate task #4734,High
إرسال التقرير النهائي غداً رقم 2686,Medium
Create timeline for new project task #4618,Medium
Refactor legacy code task #1059,High
تحديث أمني هام جداً رقم 4639,Medium
Respond to client complaints immediately task #2500,Medium
Prepare for board meeting task #1037,Medium
تخطيط لحملة تسويقية رقم 1574,High
Respond to client complaints immediately task #136,Medium
Order new printers task #174,High
Respond to client complaints immediately task #890,Medium
إرسال التقرير النهائي غداً رقم 39,Medium
Fix production bug urgently task #4975,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4310,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 4986,Medium
Submit annual financial report task #2993,Low
التحقق من البريد الإلكتروني رقم 2027,Medium
التحقق من البريد الإلكتروني رقم 781,Medium
نشر التحديثات الجديدة على السيرفر رقم 2060,Medium
إصلاح عاجل لمشكلة في الخادم رقم 760,High
Check emails task #945,Medium
Plan for team outing task #1553,Medium
Check emails task #3097,High
Deploy release candidate task #4196,High
Refactor legacy code task #498,High
نشر التحديثات الجديدة على السيرفر رقم 1244,High
Create timeline for new project task #2688,Medium
متابعة الفاتورة مع المورد رقم 2184,Low
Create timeline for new project task #2679,Medium
الرد على استفسارات العملاء رقم 3588,Low
Order new printers task #3299,Medium
تنظيم تدقيق ربعي رقم 416,Low
شراء مستلزمات المكتب رقم 618,High
طلب شراء أجهزة كمبيوتر جديدة رقم 3403,Medium
Book travel tickets for conference task #4159,Medium
تصحيح خطأ في بوابة الدفع رقم 3919,Medium
تحديث أمني هام جداً رقم 3718,Medium
تحضير عرض تقديمي للاجتماع رقم 2314,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 2900,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 152,High
Plan for team outing task #1662,Medium
تنظيم تدقيق ربعي رقم 193,Medium
Handle customer refund request task #2819,High
Create timeline for new project task #1058,High
مراجعة الكود للميزة الجديدة رقم 2536,Medium
Plan for team outing task #3124,Medium
التحقق من البريد الإلكتروني رقم 4501,High
اجتماع الفريق الأسبوعي رقم 3162,Medium
Set up monitoring alerts task #1410,Medium
Daily standup notes task #224,High
Prepare for board meeting task #87,High
الرد على استفسارات العملاء رقم 4694,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 1651,Medium
جدولة إجازة رقم 4209,Medium
Daily standup notes task #1910,Low
Set up monitoring alerts task #2370,High
متابعة الفاتورة مع المورد رقم 2769,Medium
تحديث أمني هام جداً رقم 1971,Medium
Fix login issue reported by users task #2806,Medium
نشر التحديثات الجديدة على السيرفر رقم 4,High
مراجعة الكود للميزة الجديدة رقم 997,High
Submit annual financial report task #3873,High
Respond to client complaints immediately task #1876,Medium
Schedule interviews for new hires task #633,High
مراجعة الكود للميزة الجديدة رقم 4429,Medium
تحديث مستندات المشروع رقم 1978,Medium
Fix production bug urgently task #1927,Low
Team feedback session task #4419,Medium
Update antivirus software task #940,High
تحديث مستندات المشروع رقم 1085,High
Daily standup notes task #1748,High
جدولة إجازة رقم 2818,Medium
شكوى من العميل - يجب حلها فوراً رقم 460,Medium
جدولة إجازة رقم 2253,Medium
Fix login issue reported by users task #2989,Medium
الرد على استفسارات العملاء رقم 4724,Medium
Create timeline for new project task #3328,Medium
Fix production bug urgently task #2815,High
تحديث أمني هام جداً رقم 2418,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4327,High
جدولة إجازة رقم 284,High
شراء مستلزمات المكتب رقم 2566,High
Check emails task #4937,Low
Check emails task #3703,High
Order new printers task #2541,High
Daily standup notes task #4517,Medium
Prepare for board meeting task #1254,High
تصحيح خطأ في بوابة الدفع رقم 28,Medium
جدولة إجازة رقم 1953,Low
